text,intent
no thanks,no
not true,no
that's not right it's false,no
"no, don't do that",no
"no, that is my response",no
nada,no
that is not correct,no
"i don't like that, no",no
that would be a no,no
i think it is false,no
i'll pass,no
that’s not correct,no
what you just said is wrong,no
no is the answer,no
nay,no
i must say no,no
the answer is no,no
the information is wrong,no
i would have to say the answer to that is no,no
"no, that is inaccurate",no
no!,no
what you just said is false,no
that is a completely false statement,no
the answer is false,no
i would say that the statement is definitely false,no
i do not believe that that is correct,no
i believe that to be false,no
"i don't believe that is possible, it is false",no
no that isn't it,no
that is not right,no
no that isn't the case,no
it's a no,no
i gotta say no,no
not that,no
that is overwhelmingly false,no
that isn't right,no
that's incorrect,no
nope that's not it,no
no that isn't right,no
that isn't correct,no
that is incorrect,no
that's wrong,no
"no, that is wrong",no
"no, that is incorrect",no
"no, definitely not",no
i'd say no,no
the statement is false,no
that's false,no
false,no
it is no,no
it is false,no
it is very much false,no
that has to be false,no
that is so false,no
that can't be true,no
that's a negatory,no
there is no way in heck that is true,no
nope not it,no
that is most definitely false,no
"no, you are wrong",no
"no, that is a falsehood",no
you got that wrong,no
that is the wrong answer,no
not right now,no
ill pass,no
not happening,no
"no, that is fake",no
hell nah,no
"no, that is invalid",no
i would prefer not,no
thats a negative,no
i meant no,no
i am saying no,no
that is not factual,no
"no, that is not correct",no
i do not think that is proper,no
no good,no
negatory,no
invalid,no
absolutely not,no
certainly not,no
"no, that's wrong",no
"no, that's not it",no
"no, that's not right",no
i advise you to quit talking,cancel
terminate current process,cancel
stop,cancel
i want you to cancel the current action,cancel
"what you are doing is not actually helpful, please cancel the action",cancel
shhhh,cancel
just shut up,cancel
mute,cancel
"that's enough, don't say anymore please",cancel
cancel that last command,cancel
"stop working on it, i need something else",cancel
"never mind, don't do that",cancel
i don't want you to speak any more for now,cancel
oh shut the hell up would you,cancel
"cancel my last request, i know the answer",cancel
can you end the task,cancel
refrain from talking,cancel
undo,cancel
"never mind, cancel that",cancel
can you cancel,cancel
"please cancel what you are doing, i've changed my mind",cancel
"nevermind, cancel that",cancel
no more talking,cancel
undo this process,cancel
don't continue with what you're doing,cancel
"ai, cancel that last request",cancel
halt,cancel
cancel action,cancel
quiet now,cancel
i would like you to stop what you were doing,cancel
can you stop speaking,cancel
abort running program,cancel
ai stop talking,cancel
halt the process,cancel
"ai, shut up",cancel
"i actually don't want this anymore, please abort",cancel
please cancel the input,cancel
stop and go back,cancel
i need you to stop talking now,cancel
abort,cancel
stop that,cancel
halt that immediately,cancel
please abandon the current job,cancel
abort the current action,cancel
oops cancel that,cancel
could you stop talking for a second,cancel
don't do this process,cancel
"ai, stop talking",cancel
actually forget that i don't need it,cancel
stop what you're doing,cancel
this process needs to stop,cancel
stop this process,cancel
"that was a mistake, undo that",cancel
ignore the previous command,cancel
forget what i told you to do,cancel
please cancel the last input,cancel
please stop the current process,cancel
can you end the current process,cancel
just stop talking,cancel
please stop talking,cancel
"stop, just stop",cancel
you can stop talking ai,cancel
can you turn off the process,cancel
stop talking,cancel
you can cancel the task,cancel
can you cancel that,cancel
can you cancel that request,cancel
"could you cancel that request, please",cancel
"can you cancel that request, please",cancel
"can you cancel that, please",cancel
hush,cancel
be quiet,cancel
stop it now!,cancel
stop talking you are annoying,cancel
you need to shut it,cancel
stop processing,cancel
abort mission,cancel
stop speaking,cancel
quit talking,cancel
stop please,cancel
scrap,cancel
whats the procedure to cancel it,cancel
stop it,cancel
please abort the current process,cancel
cancel it,cancel
can you cancel it,cancel
hey ai cancel it now,cancel
cancel,cancel
command cancel,cancel
please stop it,cancel
abort it,cancel
how to cancel,cancel
i repeat cancel,cancel
please don't talk any further,cancel
don't talk anymore,cancel
i need you to stop talking,cancel
rescind,cancel
eliminate,cancel
repeat the question,repeat
i didn't catch that say it again,repeat
"i didn't hear you, can you repeat that louder",repeat
i didn't hear say it again please,repeat
"could you repeat that, please",repeat
"i didn't hear, please say it again",repeat
just another time please,repeat
come again with that,repeat
please run that by me again,repeat
ai could you say that again,repeat
one more time please,repeat
will you please repeat what you said,repeat
repeat that please,repeat
please say it again,repeat
"i did not quite hear you, can you say it again",repeat
would you repeat what you just said,repeat
"i didnt understand what you just said, can you say it again",repeat
can you repeat yourself,repeat
what was that,repeat
can you say what you just said again,repeat
can you please repeat that response,repeat
i didn't hear what you said,repeat
i would like you to repeat yourself,repeat
ai i didn't hear you,repeat
say it again please,repeat
what did you just mention,repeat
ai what was the question,repeat
ai please repeat,repeat
"i missed that last one, please repeat",repeat
please repeat over what you said,repeat
"sorry, i didn't hear you, can you say that gain",repeat
"i didn't get that, please repeat",repeat
i didn't catch that so please repeat it,repeat
replay what you just said,repeat
"i didn't understand what you just said, can you repeat it",repeat
say it one more time,repeat
"i didn't hear what you just said, can you repeat it",repeat
i didn't hear you can you repeat that,repeat
i must have you repeat that,repeat
please repeat yourself,repeat
repeat that again,repeat
i need you to please repeat that,repeat
i did not understand say it again,repeat
i didn't hear you,repeat
restate the last thing you told me,repeat
i did not hear you,repeat
"i missed what you said, please say it again",repeat
i want to have that repeated for me,repeat
i need to know again,repeat
"i couldn't hear you, can you repeat it",repeat
may you say that again,repeat
can you please repeat that,repeat
can you please say that again,repeat
may you please say that again,repeat
would you say it again please,repeat
would you repeat what you said earlier,repeat
i would like you to repeat it,repeat
repeat please,repeat
"pardon, i didn't hear you",repeat
i didn't hear you can you say that again,repeat
i didn't catch that,repeat
could you repeat that,repeat
say again please,repeat
would you mind repeating that,repeat
"sorry, i didn't catch that could you say it again",repeat
i need you to repeat that please,repeat
repeat that for me please,repeat
what did you just say,repeat
please say it one more time,repeat
sorry i missed that,repeat
i didn't understand you,repeat
can you repeat the question again,repeat
can you phrase that question again,repeat
what'd you say,repeat
please repeat the last thing,repeat
repeat that,repeat
what were you just saying,repeat
"can you say that again, please",repeat
i want to hear that again,repeat
repeat that for me,repeat
could that be repeated,repeat
can you repeat what you said,repeat
i did not hear what you said,repeat
what did you just ask,repeat
can you ask me that again,repeat
what question did you just ask me,repeat
can you repeat that question,repeat
what was said,repeat
what,repeat
repeat that once more,repeat
please repeat what you said,repeat
please ask me again,repeat
"i'm sorry, i didn't understand what you said",repeat
what did you ask again,repeat
please say that again,repeat
can you repeat that please,repeat
what was that question again,repeat
i'm sorry please repeat the question,repeat
am i talking to a real person,are_you_a_bot
am i talking to a person or a bot,are_you_a_bot
are you a computer,are_you_a_bot
how do i know that you're a person,are_you_a_bot
are you really a human,are_you_a_bot
is this a computer right now or a human being,are_you_a_bot
"what are you, a bot or human",are_you_a_bot
how real are you,are_you_a_bot
are an an ai,are_you_a_bot
are you an automated assistance,are_you_a_bot
are you an ai or can you prove you're human,are_you_a_bot
please specify if you are human or computer,are_you_a_bot
are your real or artificial,are_you_a_bot
tell me if you are a real person or an ai,are_you_a_bot
"are you a computer, or are you a real person",are_you_a_bot
what are you,are_you_a_bot
are you an ai or person,are_you_a_bot
is there anything real about you,are_you_a_bot
tell me if you are a human or a computer,are_you_a_bot
can you specify if you are a human or a computer,are_you_a_bot
are you a real person or an ai,are_you_a_bot
are you a real human being,are_you_a_bot
tell me if you are a person or ai,are_you_a_bot
so are you a real person,are_you_a_bot
are you a real person or a computer,are_you_a_bot
are you real or are you an ai,are_you_a_bot
am i talking to an actual person,are_you_a_bot
do you know if you are a robot,are_you_a_bot
are you a live person or a computer,are_you_a_bot
would you consider yourself to be a bot,are_you_a_bot
are you a real person or software,are_you_a_bot
are you ai or a real person please,are_you_a_bot
let me know if you are a human or a computer,are_you_a_bot
am i talking with a real person,are_you_a_bot
do you consider yourself a bot,are_you_a_bot
i think you are a bot,are_you_a_bot
i want to know if you are a real person or an ai,are_you_a_bot
do you know whether you are a human or whether you're a computer,are_you_a_bot
prove that you're a person,are_you_a_bot
i need to know if you are a real person or an ai,are_you_a_bot
are you alive,are_you_a_bot
"are you ai, or a person",are_you_a_bot
are you a bot or a real person,are_you_a_bot
are you a human,are_you_a_bot
are you a real life person,are_you_a_bot
are you a bot or a person,are_you_a_bot
are you a computer or a real person,are_you_a_bot
can you tell me if you're human or if you're a computer,are_you_a_bot
are you human or a bot,are_you_a_bot
are you a live being,are_you_a_bot
tell me if you are a human or are a computer,are_you_a_bot
would you tell me if you are a human or are a computer,are_you_a_bot
provide me with the knowledge of whether you are a human or are a computer,are_you_a_bot
let me know if you are a human or are a computer,are_you_a_bot
i need to know whether you are a human or are a computer,are_you_a_bot
are you real,are_you_a_bot
can you tell me if your a bot,are_you_a_bot
i want to know if your a bot,are_you_a_bot
is this a bot,are_you_a_bot
i think your a bot,are_you_a_bot
is it true your a real person,are_you_a_bot
are you a person that's real,are_you_a_bot
are you actually a person,are_you_a_bot
are you really real,are_you_a_bot
your a bot aren't you,are_you_a_bot
could you be human,are_you_a_bot
could you be a person,are_you_a_bot
are you human,are_you_a_bot
are you a human or ai computer based,are_you_a_bot
would you call yourself a human or a computer,are_you_a_bot
how do you describe yourself: as a computer or a human,are_you_a_bot
are you computer or human,are_you_a_bot
would most people say you are a computer or a human,are_you_a_bot
are you real or a computer,are_you_a_bot
are you a computer generated voice,are_you_a_bot
am i talking to a real live person,are_you_a_bot
is your voice from a human or is it synthesized,are_you_a_bot
are you a person or artificial intelligence,are_you_a_bot
could you tell me if you're a real person,are_you_a_bot
are you a person or robot,are_you_a_bot
are you secretly real,are_you_a_bot
i would like to know if you are a robot,are_you_a_bot
you could tell me if you were real,are_you_a_bot
i would like to know if you are an artificial intelligence being,are_you_a_bot
do you consider yourself an artificial intelligence being,are_you_a_bot
can you act and think like a real person,are_you_a_bot
could you be a real person,are_you_a_bot
"clear something up, are you a robot",are_you_a_bot
are you a human being or a computer,are_you_a_bot
can you tell me if you are a real live person,are_you_a_bot
am i speaking with a real person,are_you_a_bot
are you an actual human,are_you_a_bot
would you be classified as a bot,are_you_a_bot
would it be accurate to call you a bot,are_you_a_bot
would you say you are a bot,are_you_a_bot
i am curious to know if you are a bot,are_you_a_bot
are you an actual live person,are_you_a_bot
please tell me if you are a bot,are_you_a_bot
can you tell me what kind of life form you are,are_you_a_bot
